shlok_number,shlok_text
57020,ਸਾਚਉ ਠਾਕੁਰ ੁ ਮਿਨ ਵਸੈ ਹਉ ਬਿਲਹਾਰੀ ਿਤਸੁ ॥
57021,ਮਾਇਆ ਮਮਤਾ ਮਹੋ ਣੀ ਿਜਿਨ ਕੀਤੀ ਸੋ ਜਾਣੁ ॥
57022,ਿਬਿਖਆ ਅਿੰ ਮਰ੍ਤੁ ਏਕੁ ਹੈ ਬੂਝੈ ਪੁਰਖੁ ਸੁਜਾਣੁ ॥
57023,੪੮ ॥
57024,ਿਖਮਾ ਿਵਹਣੂ ੇ ਖਿਪ ਗਏ ਖੂਹਿਣ ਲਖ ਅਸਖੰ ॥
57025,ਗਣਤ ਨ ਆਵੈ ਿਕਉ ਗਣੀ ਖਿਪ ਖਿਪ ਮੁਏ ਿਬਸੰਖ ॥
57026,ਖਸਮੁ ਪਛਾਣੈ ਆਪਣਾ ਖੂਲੈ ਬੰਧੁ ਨ ਪਾਇ ॥
57027,ਸਬਿਦ ਮਹਲੀ ਖਰਾ ਤੂ ਿਖਮਾ ਸਚ ੁ ਸਖੁ ਭਾਇ ॥
57028,ਖਰਚ ੁ ਖਰਾ ਧਨੁ ਿਧਆਨੁ ਤੂ ਆਪੇ ਵਸਿਹ ਸਰੀਿਰ ॥
57029,ਮਿਨ ਤਿਨ ਮੁਿਖ ਜਾਪੈ ਸਦਾ ਗੁਣ ਅੰਤਿਰ ਮਿਨ ਧੀਰ ॥
57030,ਹਉਮੈ ਖਪੈ ਖਪਾਇਸੀ ਬੀਜਉ ਵਥੁ ਿਵਕਾਰ ੁ ॥
57031,ਜੰਤ ਉਪਾਇ ਿਵਿਚ ਪਾਇਅਨੁ ਕਰਤਾ ਅਲਗੁ ਅਪਾਰ ੁ ॥
57032,੪੯ ॥
57033,ਿਸਰ੍ਸਟੇ ਭੇਉ ਨ ਜਾਣੈ ਕਇੋ ॥
57034,ਿਸਰ੍ਸਟਾ ਕਰੈ ਸੁ ਿਨਹਚਉ ਹਇੋ ॥
57035,ਸੰਪੈ ਕਉ ਈਸਰ ੁ ਿਧਆਈਐ ॥
57036,ਸੰਪ ੈ ਪੁਰਿਬ ਿਲਖੇ ਕੀ ਪਾਈਐ ॥
57037,ਸੰਪੈ ਕਾਰਿਣ ਚਾਕਰ ਚੋਰ ॥
57038,ਸੰਪੈ ਸਾਿਥ ਨ ਚਾਲੈ ਹੋਰ ॥
57039,ਿਬਨੁ ਸਾਚੇ ਨਹੀ ਦਰਗਹ ਮਾਨੁ ॥
57040,ਹਿਰ ਰਸੁ ਪੀਵੈ ਛੁਟੈ ਿਨਦਾਿਨ ॥
57041,੫੦ ॥
57042,ਹੇਰਤ ਹੇਰਤ ਹੇ ਸਖੀ ਹੋਇ ਰਹੀ ਹੈਰਾਨੁ ॥
57043,ਹਉ ਹਉ ਕਰਤੀ ਮੈ ਮੁਈ ਸਬਿਦ ਰਵੈ ਮਿਨ ਿਗਆਨੁ ॥
57044,ਹਾਰ ਡਰੋ ਕੰਕਨ ਘਣੇ ਕਿਰ ਥਾਕੀ ਸੀਗਾਰ ੁ ॥
57045,ਿਮਿਲ ਪਰ੍ੀਤਮ ਸਖੁ ੁ ਪਾਇਆ ਸਗਲ ਗੁਣਾ ਗਿਲ ਹਾਰ ੁ ॥
57046,ਨਾਨਕ ਗੁਰਮਿੁ ਖ ਪਾਈਐ ਹਿਰ ਿਸਉ ਪਰ੍ੀਿਤ ਿਪਆਰ ੁ ॥
57047,ਹਿਰ ਿਬਨੁ ਿਕਿਨ ਸਖੁ ੁ ਪਾਇਆ ਦੇਖਹ ੁ ਮਿਨ ਬੀਚਾਿਰ ॥
57048,ਹਿਰ ਪੜਣਾ ਹਿਰ ਬੁਝਣਾ ਹਿਰ ਿਸਉ ਰਖਹੁ ਿਪਆਰ ੁ ॥
57049,ਹਿਰ ਜਪੀਐ ਹਿਰ ਿਧਆਈਐ ਹਿਰ ਕਾ ਨਾਮੁ ਅਧਾਰ ੁ ॥
57050,੫੧ ॥
57051,ਲੇਖੁ ਨ ਿਮਟਈ ਹੇ ਸਖੀ ਜ ੋ ਿਲਿਖਆ ਕਰਤਾਿਰ ॥
57052,ਆਪੇ ਕਾਰਣੁ ਿਜਿਨ ਕੀਆ ਕਿਰ ਿਕਰਪਾ ਪਗੁ ਧਾਿਰ ॥
57053,ਕਰਤੇ ਹਿਥ ਵਿਡਆਈਆ ਬੂਝਹ ੁ ਗੁਰ ਬੀਚਾਿਰ ॥
57054,ਿਲਿਖਆ ਫੇਿਰ ਨ ਸਕੀਐ ਿਜਉ ਭਾਵੀ ਿਤਉ ਸਾਿਰ ॥
57055,ਨਦਿਰ ਤੇਰੀ ਸਖੁ ੁ ਪਾਇਆ ਨਾਨਕ ਸਬਦੁ ਵੀਚਾਿਰ ॥
57056,ਮਨਮਖੁ ਭੂਲੇ ਪਿਚ ਮੁਏ ਉਬਰੇ ਗੁਰ ਬੀਚਾਿਰ ॥
57057,ਿਜ ਪੁਰਖੁ ਨਦਿਰ ਨ ਆਵਈ ਿਤਸ ਕਾ ਿਕਆ ਕਿਰ ਕਿਹਆ ਜਾਇ ॥
57058,ਬਿਲਹਾਰੀ ਗੁਰ ਆਪਣੇ ਿਜਿਨ ਿਹਰਦੈ ਿਦਤਾ ਿਦਖਾਇ ॥
57059,੫੨ ॥
57060,ਪਾਧਾ ਪਿੜਆ ਆਖੀਐ ਿਬਿਦਆ 938 ਿਬਚਰੈ ਸਹਿਜ ਸੁਭਾਇ ॥
57061,ਿਬਿਦਆ ਸੋਧੈ ਤਤੁ ਲਹੈ ਰਾਮ ਨਾਮ ਿਲਵ ਲਾਇ ॥
57062,ਮਨਮਖੁ ੁ ਿਬਿਦਆ ਿਬਕਰ੍ਦਾ ਿਬਖੁ ਖਟੇ ਿਬਖੁ ਖਾਇ ॥
57063,ਮੂਰਖੁ ਸਬਦੁ ਨ ਚੀਨਈ ਸੂਝ ਬਝੂ ਨਹ ਕਾਇ ॥
57064,੫੩ ॥
57065,ਪਾਧਾ ਗੁਰਮਿੁ ਖ ਆਖੀਐ ਚਾਟਿੜਆ ਮਿਤ ਦੇਇ ॥
57066,ਨਾਮੁ ਸਮਾਲਹ ੁ ਨਾਮੁ ਸੰਗਰਹ ੁ ਲਾਹਾ ਜਗ ਮਿਹ ਲੇਇ ॥
57067,ਸਚੀ ਪਟੀ ਸਚ ੁ ਮਿਨ ਪੜੀਐ ਸਬਦ ੁ ਸੁ ਸਾਰ ੁ ॥
57068,ਨਾਨਕ ਸੋ ਪਿੜਆ ਸੋ ਪਿੰ ਡਤੁ ਬੀਨਾ ਿਜਸ ੁ ਰਾਮ ਨਾਮੁ ਗਿਲ ਹਾਰ ੁ ॥
57069,੫੪ ॥
57070,੧ ॥
57071,ਰਾਮਕਲੀ ਮਹਲਾ ੧ ਿਸਧ ਗੋਸਿਟ ੧ਓ ਸਿਤਗੁਰ ਪਰ੍ਸਾਿਦ ॥
57072,ਿਸਧ ਸਭਾ ਕਿਰ ਆਸਿਣ ਬੈਠੇ ਸੰਤ ਸਭਾ ਜਕੈ ਾਰੋ ॥
57073,ਿਤਸੁ ਆਗੈ ਰਹਰਾਿਸ ਹਮਾਰੀ ਸਾਚਾ ਅਪਰ ਅਪਾਰੋ ॥
57074,ਮਸਤਕੁ ਕਾਿਟ ਧਰੀ ਿਤਸੁ ਆਗੈ ਤਨੁ ਮਨੁ ਆਗੈ ਦੇਉ ॥
57075,ਨਾਨਕ ਸੰਤੁ ਿਮਲੈ ਸਚ ੁ ਪਾਈਐ ਸਹਜ ਭਾਇ ਜਸੁ ਲੇਉ ॥
57076,੧ ॥
57077,ਿਕਆ ਭਵੀਐ ਸਿਚ ਸੂਚਾ ਹਇੋ ॥
57078,ਸਾਚ ਸਬਦ ਿਬਨੁ ਮੁਕਿਤ ਨ ਕਇੋ ॥
57079,੧ ॥
57080,ਰਹਾਉ ॥
57081,ਕਵਨ ਤੁਮੇ ਿਕਆ ਨਾਉ ਤੁਮਾਰਾ ਕਉਨੁ ਮਾਰਗੁ ਕਉਨੁ ਸੁਆਓ ॥
57082,ਸਾਚ ੁ ਕਹਉ ਅਰਦਾਿਸ ਹਮਾਰੀ ਹਉ ਸੰਤ ਜਨਾ ਬਿਲ ਜਾਓ ॥
57083,ਕਹ ਬਸੈ ਹ ੁ ਕਹ ਰਹੀਐ ਬਾਲੇ ਕਹ ਆਵਹ ੁ ਕਹ ਜਾਹੋ ॥
57084,ਨਾਨਕੁ ਬਲੋ ੈ ਸੁਿਣ ਬੈਰਾਗੀ ਿਕਆ ਤੁਮਾਰਾ ਰਾਹੋ ॥
57085,੨ ॥
57086,ਘਿਟ ਘਿਟ ਬੈਿਸ ਿਨਰਤੰ ਿਰ ਰਹੀਐ ਚਾਲਿਹ ਸਿਤਗੁਰ ਭਾਏ ॥
57087,ਸਹਜੇ ਆਏ ਹਕੁ ਿਮ ਿਸਧਾਏ ਨਾਨਕ ਸਦਾ ਰਜਾਏ ॥
57088,ਆਸਿਣ ਬਸੈ ਿਣ ਿਥਰ ੁ ਨਾਰਾਇਣੁ ਐਸੀ ਗੁਰਮਿਤ ਪਾਏ ॥
57089,ਗੁਰਮਿੁ ਖ ਬੂਝੈ ਆਪੁ ਪਛਾਣੈ ਸਚੇ ਸਿਚ ਸਮਾਏ ॥
57090,੩ ॥
57091,ਦੁਨੀਆ ਸਾਗਰ ੁ ਦਤੁ ਰ ੁ ਕਹੀਐ ਿਕਉ ਕਿਰ ਪਾਈਐ ਪਾਰ ੋ ॥
57092,ਚਰਪਟੁ ਬਲੋ ੈ ਅਉਧੂ ਨਾਨਕ ਦਹੇ ੁ ਸਚਾ ਬੀਚਾਰੋ ॥
57093,ਆਪੇ ਆਖ ੈ ਆਪੇ ਸਮਝੈ ਿਤਸੁ ਿਕਆ ਉਤਰ ੁ ਦੀਜੈ ॥
57094,ਸਾਚ ੁ ਕਹਹ ੁ ਤੁਮ ਪਾਰਗਰਾਮੀ ਤੁਝ ੁ ਿਕਆ ਬੈਸਣੁ ਦੀਜੈ ॥
57095,੪ ॥
57096,ਜਸੈ ੇ ਜਲ ਮਿਹ ਕਮਲੁ ਿਨਰਾਲਮੁ ਮੁਰਗਾਈ ਨੈ ਸਾਣੇ ॥
57097,ਸੁਰਿਤ ਸਬਿਦ ਭਵ ਸਾਗਰ ੁ ਤਰੀਐ ਨਾਨਕ ਨਾਮੁ ਵਖਾਣੇ ॥
57098,ਰਹਿਹ ਇਕ(cid:194)ਿਤ ਏਕੋ ਮਿਨ ਵਿਸਆ ਆਸਾ ਮਾਿਹ ਿਨਰਾਸੋ ॥
57099,ਅਗਮੁ ਅਗੋਚਰ ੁ ਦੇਿਖ ਿਦਖਾਏ ਨਾਨਕੁ ਤਾ ਕਾ ਦਾਸੋ ॥
57100,੫ ॥
57101,ਸੁਿਣ ਸੁਆਮੀ ਅਰਦਾਿਸ ਹਮਾਰੀ ਪੂਛਉ ਸਾਚ ੁ ਬੀਚਾਰੋ ॥
57102,ਰੋਸ ੁ ਨ ਕੀਜੈ ਉਤਰ ੁ ਦੀਜੈ ਿਕਉ ਪਾਈਐ ਗੁਰ ਦੁਆਰੋ ॥
57103,ਇਹ ੁ ਮਨੁ ਚਲਤਉ ਸਚ ਘਿਰ ਬੈਸੈ ਨਾਨਕ ਨਾਮੁ ਅਧਾਰੋ ॥
57104,ਆਪੇ ਮੇਿਲ ਿਮਲਾਏ ਕਰਤਾ ਲਾਗੈ ਸਾਿਚ ਿਪਆਰੋ ॥
57105,੬ ॥
57106,ਹਾਟੀ ਬਾਟੀ ਰਹਿਹ ਿਨਰਾਲੇ ਰਿੂਖ ਿਬਰਿਖ ਉਿਦਆਨੇ ॥
57107,ਕੰਦ ਮੂਲੁ ਅਹਾਰੋ 939 ਖਾਈਐ ਅਉਧੂ ਬਲੋ ੈ ਿਗਆਨੇ ॥
57108,ਤੀਰਿਥ ਨਾਈਐ ਸਖੁ ੁ ਫਲੁ ਪਾਈਐ ਮਲੈ ੁ ਨ ਲਾਗੈ ਕਾਈ ॥
57109,ਗੋਰਖ ਪੂਤੁ ਲੋਹਾਰੀਪਾ ਬਲੋ ੈ ਜੋਗ ਜੁਗਿਤ ਿਬਿਧ ਸਾਈ ॥
57110,੭ ॥
57111,ਹਾਟੀ ਬਾਟੀ ਨੀਦ ਨ ਆਵੈ ਪਰ ਘਿਰ ਿਚਤੁ ਨ ਡਲਾਈ ॥
57112,ਿਬਨੁ ਨਾਵੈ ਮਨੁ ਟੇਕ ਨ ਿਟਕਈ ਨਾਨਕ ਭੂਖ ਨ ਜਾਈ ॥
57113,ਹਾਟ ੁ ਪਟਣੁ ਘਰ ੁ ਗੁਰੂ ਿਦਖਾਇਆ ਸਹਜੇ ਸਚ ੁ ਵਾਪਾਰੋ ॥
57114,ਖੰਿਡਤ ਿਨਦਰ੍ਾ ਅਲਪ ਅਹਾਰੰ ਨਾਨਕ ਤਤੁ ਬੀਚਾਰੋ ॥
57115,੮ ॥
57116,ਦਰਸਨੁ ਭੇਖ ਕਰਹ ੁ ਜਿੋ ਗੰਦਰ੍ਾ ਮੁਦੰ ਰ੍ਾ ਝੋਲੀ ਿਖਥੰ ਾ ॥
57117,ਬਾਰਹ ਅਤੰ ਿਰ ਏਕੁ ਸਰੇਵਹ ੁ ਖਟੁ ਦਰਸਨ ਇਕ ਪੰਥਾ ॥
57118,ਇਨ ਿਬਿਧ ਮਨੁ ਸਮਝਾਈਐ ਪੁਰਖਾ ਬਾਹਿੁ ੜ ਚੋਟ ਨ ਖਾਈਐ ॥
57119,ਨਾਨਕੁ ਬੋਲੈ ਗੁਰਮਿੁ ਖ ਬੂਝੈ ਜਗੋ ਜੁਗਿਤ ਇਵ ਪਾਈਐ ॥
57120,੯ ॥
57121,ਅੰਤਿਰ ਸਬਦੁ ਿਨਰਤੰ ਿਰ ਮੁਦਰ੍ਾ ਹਉਮੈ ਮਮਤਾ ਦੂਿਰ ਕਰੀ ॥
57122,ਕਾਮੁ ਕਰ੍ੋਧੁ ਅਹੰਕਾਰ ੁ ਿਨਵਾਰੈ ਗੁਰ ਕੈ ਸਬਿਦ ਸੁ ਸਮਝ ਪਰੀ ॥
57123,ਿਖੰਥਾ ਝਲੋ ੀ ਭਿਰਪੁਿਰ ਰਿਹਆ ਨਾਨਕ ਤਾਰੈ ਏਕੁ ਹਰੀ ॥
57124,ਸਾਚਾ ਸਾਿਹਬੁ ਸਾਚੀ ਨਾਈ ਪਰਖੈ ਗੁਰ ਕੀ ਬਾਤ ਖਰੀ ॥
57125,੧੦ ॥
57126,ਊਂਧਉ ਖਪਰੁ ਪੰਚ ਭੂ ਟੋਪੀ ॥
57127,ਕ(cid:194)ਇਆ ਕੜਾਸਣੁ ਮਨੁ ਜਾਗੋਟੀ ॥
57128,ਸਤੁ ਸੰਤਖੋ ੁ ਸੰਜਮੁ ਹੈ ਨਾਿਲ ॥
57129,ਨਾਨਕ ਗੁਰਮੁਿਖ ਨਾਮੁ ਸਮਾਿਲ ॥
57130,੧੧ ॥
57131,ਕਵਨੁ ਸੁ ਗੁਪਤਾ ਕਵਨੁ ਸੁ ਮੁਕਤਾ ॥
57132,ਕਵਨੁ ਸੁ ਅਤੰ ਿਰ ਬਾਹਿਰ ਜਗੁ ਤਾ ॥
57133,ਕਵਨੁ ਸੁ ਆਵੈ ਕਵਨੁ ਸੁ ਜਾਇ ॥
57134,ਕਵਨੁ ਸੁ ਿਤਰ੍ਭਵਿਣ ਰਿਹਆ ਸਮਾਇ ॥
57135,੧੨ ॥
57136,ਘਿਟ ਘਿਟ ਗੁਪਤਾ ਗੁਰਮੁਿਖ ਮੁਕਤਾ ॥
57137,ਅੰਤਿਰ ਬਾਹਿਰ ਸਬਿਦ ਸੁ ਜੁਗਤਾ ॥
57138,ਮਨਮਿੁ ਖ ਿਬਨਸੈ ਆਵੈ ਜਾਇ ॥
57139,ਨਾਨਕ ਗੁਰਮੁਿਖ ਸਾਿਚ ਸਮਾਇ ॥
57140,੧੩ ॥
57141,ਿਕਉ ਕਿਰ ਬਾਧਾ ਸਰਪਿਨ ਖਾਧਾ ॥
57142,ਿਕਉ ਕਿਰ ਖੋਇਆ ਿਕਉ ਕਿਰ ਲਾਧਾ ॥
57143,ਿਕਉ ਕਿਰ ਿਨਰਮਲੁ ਿਕਉ ਕਿਰ ਅੰਿਧਆਰਾ ॥
57144,ਇਹੁ ਤਤੁ ਬੀਚਾਰੈ ਸੁ ਗੁਰ ੂ ਹਮਾਰਾ ॥
57145,੧੪ ॥
57146,ਦੁਰਮਿਤ ਬਾਧਾ ਸਰਪਿਨ ਖਾਧਾ ॥
57147,ਮਨਮਿੁ ਖ ਖਇੋ ਆ ਗੁਰਮੁਿਖ ਲਾਧਾ ॥
57148,ਸਿਤਗੁਰ ੁ ਿਮਲੈ ਅੰਧੇਰਾ ਜਾਇ ॥
57149,ਨਾਨਕ ਹਉਮੈ ਮੇਿਟ ਸਮਾਇ ॥
57150,੧੫ ॥
57151,ਸੰੁਨ ਿਨਰਤੰ ਿਰ ਦੀਜੈ ਬੰਧੁ ॥
57152,ਉਡੈ ਨ ਹੰਸਾ ਪੜੈ ਨ ਕੰਧੁ ॥
57153,ਸਹਜ ਗੁਫਾ ਘਰ ੁ ਜਾਣੈ ਸਾਚਾ ॥
57154,ਨਾਨਕ ਸਾਚੇ ਭਾਵੈ ਸਾਚਾ ॥
57155,੧੬ ॥
57156,ਿਕਸ ੁ ਕਾਰਿਣ ਿਗਰ੍ਹੁ ਤਿਜਓ ਉਦਾਸੀ ॥
57157,ਿਕਸੁ ਕਾਰਿਣ ਇਹ ੁ ਭੇਖੁ ਿਨਵਾਸੀ ॥
57158,ਿਕਸ ੁ ਵਖਰ ਕੇ ਤੁਮ ਵਣਜਾਰੇ ॥
57159,ਿਕਉ ਕਿਰ ਸਾਥੁ ਲਘੰ ਾਵਹ ੁ ਪਾਰੇ ॥
57160,੧੭ ॥
57161,ਗੁਰਮਿੁ ਖ ਖੋਜਤ ਭਏ ਉਦਾਸੀ ॥
57162,ਦਰਸਨ ਕੈ ਤਾਈ ਭੇਖ ਿਨਵਾਸੀ ॥
57163,ਸਾਚ ਵਖਰ ਕੇ ਹਮ ਵਣਜਾਰੇ ॥
57164,ਨਾਨਕ ਗੁਰਮਿੁ ਖ ਉਤਰਿਸ ਪਾਰੇ ॥
57165,੧੮ ॥
57166,ਿਕਤੁ ਿਬਿਧ ਪੁਰਖਾ ਜਨਮੁ ਵਟਾਇਆ ॥
57167,ਕਾਹੇ ਕਉ ਤੁਝੁ 940 ਇਹ ੁ ਮਨੁ ਲਾਇਆ ॥
57168,ਿਕਤੁ ਿਬਿਧ ਆਸਾ ਮਨਸਾ ਖਾਈ ॥
57169,ਿਕਤੁ ਿਬਿਧ ਜੋਿਤ ਿਨਰੰਤਿਰ ਪਾਈ ॥
57170,ਿਬਨੁ ਦੰਤਾ ਿਕਉ ਖਾਈਐ ਸਾਰ ੁ ॥
57171,ਨਾਨਕ ਸਾਚਾ ਕਰਹ ੁ ਬੀਚਾਰ ੁ ॥
57172,੧੯ ॥
57173,ਸਿਤਗੁਰ ਕੈ ਜਨਮੇ ਗਵਨੁ ਿਮਟਾਇਆ ॥
57174,ਅਨਹਿਤ ਰਾਤੇ ਇਹ ੁ ਮਨੁ ਲਾਇਆ ॥
57175,ਮਨਸਾ ਆਸਾ ਸਬਿਦ ਜਲਾਈ ॥
57176,ਗੁਰਮਿੁ ਖ ਜੋਿਤ ਿਨਰੰਤਿਰ ਪਾਈ ॥
57177,ਤਰ੍ੈ ਗਣੁ ਮੇਟੇ ਖਾਈਐ ਸਾਰ ੁ ॥
57178,ਨਾਨਕ ਤਾਰੇ ਤਾਰਣਹਾਰ ੁ ॥
57179,੨੦ ॥
57180,ਆਿਦ ਕਉ ਕਵਨੁ ਬੀਚਾਰ ੁ ਕਥੀਅਲੇ ਸੁੰਨ ਕਹਾ ਘਰ ਵਾਸੋ ॥
57181,ਿਗਆਨ ਕੀ ਮੁਦਰ੍ਾ ਕਵਨ ਕਥੀਅਲੇ ਘਿਟ ਘਿਟ ਕਵਨ ਿਨਵਾਸੋ ॥
57182,ਕਾਲ ਕਾ ਠੀਗਾ ਿਕਉ ਜਲਾਈਅਲੇ ਿਕਉ ਿਨਰਭਉ ਘਿਰ ਜਾਈਐ ॥
57183,ਸਹਜ ਸੰਤੋਖ ਕਾ ਆਸਣੁ ਜਾਣ ੈ ਿਕਉ ਛੇਦੇ ਬਰੈ ਾਈਐ ॥
57184,ਗਰੁ ਕੈ ਸਬਿਦ ਹਉਮੈ ਿਬਖੁ ਮਾਰੈ ਤਾ ਿਨਜ ਘਿਰ ਹੋਵੈ ਵਾਸੋ ॥
57185,ਿਜਿਨ ਰਿਚ ਰਿਚਆ ਿਤਸੁ ਸਬਿਦ ਪਛਾਣੈ ਨਾਨਕੁ ਤਾ ਕਾ ਦਾਸੋ ॥
57186,੨੧ ॥
57187,ਕਹਾ ਤੇ ਆਵੈ ਕਹਾ ਇਹ ੁ ਜਾਵੈ ਕਹਾ ਇਹ ੁ ਰਹੈ ਸਮਾਈ ॥
57188,ਏਸੁ ਸਬਦ ਕਉ ਜੋ ਅਰਥਾਵੈ ਿਤਸੁ ਗੁਰ ਿਤਲੁ ਨ ਤਮਾਈ ॥
57189,ਿਕਉ ਤਤੈ ਅਿਵਗਤੈ ਪਾਵੈ ਗੁਰਮਿੁ ਖ ਲਗੈ ਿਪਆਰੋ ॥
57190,ਆਪੇ ਸੁਰਤਾ ਆਪੇ ਕਰਤਾ ਕਹ ੁ ਨਾਨਕ ਬੀਚਾਰੋ ॥
57191,ਹਕੁ ਮੇ ਆਵੈ ਹਕੁ ਮੇ ਜਾਵੈ ਹਕੁ ਮੇ ਰਹੈ ਸਮਾਈ ॥
57192,ਪੂਰੇ ਗੁਰ ਤੇ ਸਾਚ ੁ ਕਮਾਵੈ ਗਿਤ ਿਮਿਤ ਸਬਦੇ ਪਾਈ ॥
57193,੨੨ ॥
57194,ਆਿਦ ਕਉ ਿਬਸਮਾਦੁ ਬੀਚਾਰ ੁ ਕਥੀਅਲੇ ਸੰੁਨ ਿਨਰੰਤਿਰ ਵਾਸੁ ਲੀਆ ॥
57195,ਅਕਲਪਤ ਮੁਦਰ੍ਾ ਗੁਰ ਿਗਆਨੁ ਬੀਚਾਰੀਅਲੇ ਘਿਟ ਘਿਟ ਸਾਚਾ ਸਰਬ ਜੀਆ ॥
57196,ਗੁਰ ਬਚਨੀ ਅਿਵਗਿਤ ਸਮਾਈਐ ਤਤੁ ਿਨਰਜੰ ਨੁ ਸਹਿਜ ਲਹੈ ॥
57197,ਨਾਨਕ ਦੂਜੀ ਕਾਰ ਨ ਕਰਣੀ ਸੇਵੈ ਿਸਖੁ ਸੁ ਖੋਿਜ ਲਹੈ ॥
57198,ਹਕੁ ਮੁ ਿਬਸਮਾਦੁ ਹਕੁ ਿਮ ਪਛਾਣੈ ਜੀਅ ਜਗੁ ਿਤ ਸਚ ੁ ਜਾਣੈ ਸਈੋ ॥
57199,ਆਪੁ ਮੇਿਟ ਿਨਰਾਲਮੁ ਹੋਵੈ ਅੰਤਿਰ ਸਾਚ ੁ ਜਗੋ ੀ ਕਹੀਐ ਸੋਈ ॥
57200,੨੩ ॥
57201,ਅਿਵਗਤੋ ਿਨਰਮਾਇਲੁ ਉਪਜੇ ਿਨਰਗੁਣ ਤੇ ਸਰਗੁਣੁ ਥੀਆ ॥
57202,ਸਿਤਗੁਰ ਪਰਚੈ ਪਰਮ ਪਦੁ ਪਾਈਐ ਸਾਚੈ ਸਬਿਦ ਸਮਾਇ ਲੀਆ ॥
57203,ਏਕੇ ਕਉ ਸਚ ੁ ਏਕਾ ਜਾਣ ੈ ਹਉਮੈ ਦਜੂ ਾ ਦੂਿਰ ਕੀਆ ॥
57204,ਸੋ ਜਗੋ ੀ ਗੁਰ ਸਬਦੁ ਪਛਾਣੈ ਅੰਤਿਰ ਕਮਲੁ ਪਰ੍ਗਾਸੁ ਥੀਆ ॥
57205,ਜੀਵਤੁ ਮਰੈ ਤਾ ਸਭੁ ਿਕਛੁ ਸੂਝੈ ਅਤੰ ਿਰ ਜਾਣੈ ਸਰਬ ਦਇਆ ॥
57206,ਨਾਨਕ ਤਾ ਕਉ ਿਮਲੈ ਵਡਾਈ ਆਪੁ ਪਛਾਣੈ ਸਰਬ ਜੀਆ ॥
57207,੨੪ ॥
57208,ਸਾਚੌ ਉਪਜ ੈ ਸਾਿਚ ਸਮਾਵੈ ਸਾਚੇ ਸੂਚੇ ਏਕ ਮਇਆ ॥
57209,ਝਠੂ ੇ ਆਵਿਹ ਠਵਰ ਨ ਪਾਵਿਹ ਦਜੂ ੈ ਆਵਾ ਗਉਣੁ ਭਇਆ ॥
57210,ਆਵਾ ਗਉਣੁ ਿਮਟੈ ਗੁਰ ਸਬਦੀ ਆਪੇ ਪਰਖੈ ਬਖਿਸ ਲਇਆ ॥
57211,ਏਕਾ 941 ਬਦੇ ਨ ਦਜੂ ੈ ਿਬਆਪੀ ਨਾਮੁ ਰਸਾਇਣੁ ਵੀਸਿਰਆ ॥
57212,ਸੋ ਬੂਝੈ ਿਜਸੁ ਆਿਪ ਬੁਝਾਏ ਗੁਰ ਕੈ ਸਬਿਦ ਸੁ ਮੁਕਤੁ ਭਇਆ ॥
57213,ਨਾਨਕ ਤਾਰੇ ਤਾਰਣਹਾਰਾ ਹਉਮੈ ਦੂਜਾ ਪਰਹਿਰਆ ॥
57214,੨੫ ॥
57215,ਮਨਮਿੁ ਖ ਭੂਲ ੈ ਜਮ ਕੀ ਕਾਿਣ ॥
57216,ਪਰ ਘਰ ੁ ਜੋਹੈ ਹਾਣੇ ਹਾਿਣ ॥
57217,ਮਨਮੁਿਖ ਭਰਿਮ ਭਵੈ ਬੇਬਾਿਣ ॥
57218,ਵੇਮਾਰਿਗ ਮੂਸੈ ਮਿੰ ਤਰ੍ ਮਸਾਿਣ ॥
57219,ਸਬਦੁ ਨ ਚੀਨ ੈ ਲਵੈ ਕੁਬਾਿਣ ॥
57220,ਨਾਨਕ ਸਾਿਚ ਰਤੇ ਸਖੁ ੁ ਜਾਿਣ ॥
57221,੨੬ ॥
57222,ਗੁਰਮਿੁ ਖ ਸਾਚੇ ਕਾ ਭਉ ਪਾਵੈ ॥
57223,ਗੁਰਮਿੁ ਖ ਬਾਣੀ ਅਘੜੁ ਘੜਾਵੈ ॥
57224,ਗੁਰਮਿੁ ਖ ਿਨਰਮਲ ਹਿਰ ਗੁਣ ਗਾਵੈ ॥
57225,ਗੁਰਮੁਿਖ ਪਿਵਤਰ੍ੁ ਪਰਮ ਪਦੁ ਪਾਵੈ ॥
57226,ਗੁਰਮਿੁ ਖ ਰੋਿਮ ਰੋਿਮ ਹਿਰ ਿਧਆਵੈ ॥
57227,ਨਾਨਕ ਗੁਰਮੁਿਖ ਸਾਿਚ ਸਮਾਵੈ ॥
57228,੨੭ ॥
57229,ਗੁਰਮੁਿਖ ਪਰਚੈ ਬੇਦ ਬੀਚਾਰੀ ॥
57230,ਗੁਰਮੁਿਖ ਪਰਚੈ ਤਰੀਐ ਤਾਰੀ ॥
57231,ਗੁਰਮਿੁ ਖ ਪਰਚੈ ਸੁ ਸਬਿਦ ਿਗਆਨੀ ॥
57232,ਗੁਰਮਿੁ ਖ ਪਰਚੈ ਅੰਤਰ ਿਬਿਧ ਜਾਨੀ ॥
57233,ਗੁਰਮੁਿਖ ਪਾਈਐ ਅਲਖ ਅਪਾਰ ੁ ॥
57234,ਨਾਨਕ ਗੁਰਮਿੁ ਖ ਮੁਕਿਤ ਦਆੁ ਰ ੁ ॥
57235,੨੮ ॥
